"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 17, 2017","235.09","233.95","235.09","233.93","77.20M","0.16%"
"Feb 16, 2017","234.72","234.96","235.16","233.85","84.72M","-0.09%"
"Feb 15, 2017","234.92","233.45","235.14","233.39","86.79M","0.52%"
"Feb 14, 2017","233.70","232.56","233.71","232.16","71.11M","0.40%"
"Feb 13, 2017","232.77","232.08","233.07","232.05","55.18M","0.54%"
"Feb 10, 2017","231.51","231.00","231.77","230.62","66.02M","0.39%"
"Feb 09, 2017","230.60","229.56","230.95","229.52","65.96M","0.59%"
"Feb 08, 2017","229.24","228.61","229.39","228.31","51.57M","0.13%"
"Feb 07, 2017","228.94","229.38","229.66","228.72","57.93M","0.00%"
"Feb 06, 2017","228.93","228.87","229.33","228.54","57.79M","-0.18%"
"Feb 03, 2017","229.34","228.82","229.55","228.46","80.56M","0.69%"
"Feb 02, 2017","227.77","227.20","228.10","226.82","69.66M","0.07%"
"Feb 01, 2017","227.62","228.25","228.59","226.94","79.12M","0.04%"
"Jan 31, 2017","227.53","226.98","227.60","226.32","75.88M","-0.01%"
"Jan 30, 2017","227.55","228.17","228.20","226.41","79.74M","-0.62%"
"Jan 27, 2017","228.97","229.42","229.59","228.76","59.71M","-0.16%"
"Jan 26, 2017","229.33","229.40","229.71","229.01","59.97M","-0.10%"
"Jan 25, 2017","229.57","228.70","229.57","228.51","84.44M","0.87%"
"Jan 24, 2017","227.60","226.40","228.08","226.27","95.56M","0.64%"
"Jan 23, 2017","226.15","226.35","226.81","225.27","75.06M","-0.26%"
"Jan 20, 2017","226.74","226.70","227.31","225.97","129.17M","0.37%"
"Jan 19, 2017","225.91","226.84","227.00","225.41","66.61M","-0.37%"
"Jan 18, 2017","226.75","226.53","226.80","225.90","54.79M","0.22%"
"Jan 17, 2017","226.25","226.31","226.78","225.80","61.24M","-0.35%"
"Jan 13, 2017","227.05","226.73","227.40","226.69","62.72M","0.23%"
"Jan 12, 2017","226.53","226.50","226.75","224.96","72.11M","-0.25%"
"Jan 11, 2017","227.10","226.36","227.10","225.59","74.65M","0.28%"
"Jan 10, 2017","226.46","226.48","227.45","226.01","63.77M","0.00%"
"Jan 09, 2017","226.46","226.91","227.07","226.42","46.94M","-0.33%"
"Jan 06, 2017","227.21","226.53","227.75","225.90","71.56M","0.36%"
"Jan 05, 2017","226.40","226.27","226.58","225.48","78.38M","-0.08%"
"Jan 04, 2017","226.58","225.62","226.75","225.61","78.74M","0.59%"
"Jan 03, 2017","225.24","225.04","225.83","223.88","91.37M","0.77%"
"Dec 30, 2016","223.53","224.73","224.83","222.73","109.00M","-0.37%"
"Dec 29, 2016","224.35","224.48","224.89","223.84","48.70M","-0.02%"
"Dec 28, 2016","224.40","226.57","226.59","224.27","64.10M","-0.83%"
"Dec 27, 2016","226.27","226.02","226.73","226.00","42.67M","0.25%"
"Dec 23, 2016","225.71","225.43","225.72","225.21","36.70M","0.15%"
"Dec 22, 2016","225.38","225.60","225.74","224.92","56.22M","-0.17%"
"Dec 21, 2016","225.77","226.25","226.45","225.77","67.91M","-0.28%"
"Dec 20, 2016","226.40","226.15","226.57","225.88","89.84M","0.39%"
"Dec 19, 2016","225.53","225.25","226.02","225.08","90.34M","0.22%"
"Dec 16, 2016","225.04","226.01","226.08","224.67","156.42M","-0.78%"
"Dec 15, 2016","226.81","226.16","227.81","225.89","124.97M","0.41%"
"Dec 14, 2016","225.88","227.41","228.23","225.37","142.50M","-0.83%"
"Dec 13, 2016","227.76","227.02","228.34","227.00","110.48M","0.67%"
"Dec 12, 2016","226.25","226.40","226.96","225.76","102.02M","-0.11%"
"Dec 09, 2016","226.51","225.41","226.53","225.37","88.01M","0.60%"
"Dec 08, 2016","225.15","224.57","225.70","224.26","99.71M","0.24%"
"Dec 07, 2016","224.60","221.52","224.67","221.38","110.74M","1.31%"
"Dec 06, 2016","221.70","221.22","221.74","220.66","59.88M","0.32%"
"Dec 05, 2016","221.00","220.65","221.40","220.42","67.84M","0.60%"
"Dec 02, 2016","219.68","219.67","220.25","219.26","74.84M","0.05%"
"Dec 01, 2016","219.57","220.73","220.73","219.15","79.04M","-0.37%"
"Nov 30, 2016","220.38","221.63","221.82","220.31","113.29M","-0.24%"
"Nov 29, 2016","220.91","220.52","221.44","220.17","69.89M","0.20%"
"Nov 28, 2016","220.48","221.16","221.48","220.36","76.57M","-0.47%"
"Nov 25, 2016","221.52","221.10","221.56","221.01","37.87M","0.37%"
"Nov 23, 2016","220.70","219.98","220.76","219.75","56.62M","0.05%"
"Nov 22, 2016","220.58","220.51","220.79","219.73","67.43M","0.20%"
"Nov 21, 2016","220.15","219.17","220.18","219.00","72.40M","0.76%"
"Nov 18, 2016","218.50","219.07","219.27","218.29","86.27M","-0.22%"
"Nov 17, 2016","218.99","218.05","219.06","217.92","69.80M","0.51%"
"Nov 16, 2016","217.87","217.56","218.14","217.42","65.62M","-0.19%"
"Nov 15, 2016","218.28","217.04","218.28","216.80","91.65M","0.78%"
"Nov 14, 2016","216.59","217.03","217.27","215.72","94.58M","0.08%"
"Nov 11, 2016","216.42","216.08","216.70","215.32","100.55M","-0.23%"
"Nov 10, 2016","216.92","217.30","218.31","215.22","172.11M","0.25%"
"Nov 09, 2016","216.38","212.37","217.10","212.34","258.43M","1.06%"
"Nov 08, 2016","214.11","212.69","214.77","212.38","106.77M","0.45%"
"Nov 07, 2016","213.15","211.45","213.19","211.30","109.79M","2.21%"
"Nov 04, 2016","208.55","208.91","209.89","208.38","109.12M","-0.11%"
"Nov 03, 2016","208.78","209.99","210.24","208.46","88.94M","-0.46%"
"Nov 02, 2016","209.74","210.65","211.10","209.23","103.33M","-0.60%"
"Nov 01, 2016","211.01","212.93","212.99","209.60","122.78M","-0.72%"
"Oct 31, 2016","212.55","212.93","213.19","212.36","61.27M","0.00%"
"Oct 28, 2016","212.54","213.14","213.93","211.71","140.62M","-0.30%"
"Oct 27, 2016","213.17","214.58","214.62","213.08","77.22M","-0.27%"
"Oct 26, 2016","213.74","213.21","214.42","212.93","75.71M","-0.20%"
"Oct 25, 2016","214.17","214.68","214.98","213.98","66.54M","-0.34%"
"Oct 24, 2016","214.89","215.00","215.32","214.48","60.15M","0.43%"
"Oct 21, 2016","213.98","212.96","214.08","212.76","89.09M","0.05%"
"Oct 20, 2016","213.88","213.87","214.53","213.11","73.64M","-0.19%"
"Oct 19, 2016","214.28","214.02","214.64","213.60","66.52M","0.27%"
"Oct 18, 2016","213.71","214.24","214.31","213.27","76.87M","0.63%"
"Oct 17, 2016","212.38","213.09","213.39","212.17","58.28M","-0.35%"
"Oct 14, 2016","213.12","214.15","214.69","213.03","93.35M","0.05%"
"Oct 13, 2016","213.01","212.16","213.59","211.21","101.36M","-0.33%"
"Oct 12, 2016","213.71","213.59","214.32","213.01","73.87M","0.13%"
"Oct 11, 2016","213.43","215.66","215.74","212.58","130.37M","-1.26%"
"Oct 10, 2016","216.16","216.16","216.70","215.99","51.86M","0.52%"
"Oct 07, 2016","215.04","216.10","216.30","214.19","89.79M","-0.34%"
"Oct 06, 2016","215.78","215.37","216.04","214.74","62.93M","0.07%"
"Oct 05, 2016","215.63","215.41","216.13","215.33","72.82M","0.44%"
"Oct 04, 2016","214.68","215.91","216.17","213.99","119.95M","-0.51%"
"Oct 03, 2016","215.78","215.82","216.04","215.04","83.51M","-0.24%"
"Sep 30, 2016","216.30","215.65","217.12","215.36","117.20M","0.75%"
"Sep 29, 2016","214.68","216.40","216.87","214.04","128.07M","-0.90%"
"Sep 28, 2016","216.64","215.83","216.82","214.71","87.41M","0.50%"
"Sep 27, 2016","215.57","214.05","215.68","213.62","78.49M","0.62%"
"Sep 26, 2016","214.24","215.02","215.23","214.01","89.83M","-0.81%"
"Sep 23, 2016","215.99","216.72","216.88","215.88","73.63M","-0.55%"
"Sep 22, 2016","217.18","217.00","217.53","216.71","76.68M","0.63%"
"Sep 21, 2016","215.82","214.24","216.03","213.44","110.28M","1.12%"
"Sep 20, 2016","213.42","214.41","214.59","213.38","69.67M","0.00%"
"Sep 19, 2016","213.41","214.13","214.88","213.03","80.25M","0.02%"
"Sep 16, 2016","213.37","213.48","213.69","212.57","155.24M","-0.89%"
"Sep 15, 2016","215.28","212.96","215.73","212.75","145.74M","1.00%"
"Sep 14, 2016","213.15","213.29","214.70","212.50","134.19M","-0.04%"
"Sep 13, 2016","213.23","214.84","215.15","212.50","182.83M","-1.44%"
"Sep 12, 2016","216.34","212.39","216.81","212.31","168.11M","1.43%"
"Sep 09, 2016","213.28","216.97","217.03","213.25","221.59M","-2.39%"
"Sep 08, 2016","218.51","218.62","218.94","218.15","74.10M","-0.23%"
"Sep 07, 2016","219.01","218.84","219.22","218.30","76.55M","-0.01%"
"Sep 06, 2016","219.03","218.70","219.12","217.86","56.70M","0.30%"
"Sep 02, 2016","218.37","218.39","218.87","217.70","79.29M","0.45%"
"Sep 01, 2016","217.39","217.37","217.73","216.03","97.84M","0.00%"
"Aug 31, 2016","217.38","217.61","217.75","216.47","85.27M","-0.28%"
"Aug 30, 2016","218.00","218.26","218.59","217.35","58.11M","-0.16%"
"Aug 29, 2016","218.36","217.44","218.66","217.40","70.50M","0.49%"
"Aug 26, 2016","217.29","217.92","219.12","216.25","122.51M","-0.19%"
"Aug 25, 2016","217.70","217.40","218.19","217.22","69.22M","-0.07%"
"Aug 24, 2016","217.85","218.80","218.91","217.36","71.73M","-0.51%"
"Aug 23, 2016","218.97","219.25","219.60","218.90","53.40M","0.20%"
"Aug 22, 2016","218.53","218.26","218.80","217.83","61.37M","-0.00%"
"Aug 19, 2016","218.54","218.31","218.75","217.74","75.44M","-0.15%"
"Aug 18, 2016","218.86","218.34","218.90","218.21","52.99M","0.22%"
"Aug 17, 2016","218.37","218.00","218.53","217.02","75.13M","0.19%"
"Aug 16, 2016","217.96","218.60","218.68","217.96","53.21M","-0.52%"
"Aug 15, 2016","219.09","218.89","219.50","218.88","49.81M","0.29%"
"Aug 12, 2016","218.46","218.29","218.71","217.99","61.31M","-0.09%"
"Aug 11, 2016","218.65","218.26","218.94","217.95","72.50M","0.46%"
"Aug 10, 2016","217.64","218.31","218.40","217.23","57.94M","-0.25%"
"Aug 09, 2016","218.18","218.13","218.76","217.80","51.25M","0.06%"
"Aug 08, 2016","218.05","218.40","218.52","217.74","39.91M","-0.06%"
"Aug 05, 2016","218.18","217.21","218.23","217.07","71.89M","0.82%"
"Aug 04, 2016","216.41","216.31","216.78","214.25","46.59M","0.11%"
"Aug 03, 2016","216.18","215.48","216.25","215.13","53.99M","0.29%"
"Aug 02, 2016","215.55","216.65","216.83","214.57","92.30M","-0.64%"
"Aug 01, 2016","216.94","217.19","217.65","216.41","73.31M","-0.08%"
"Jul 29, 2016","217.12","216.46","217.54","216.13","79.52M","0.16%"
"Jul 28, 2016","216.77","216.29","217.11","215.75","65.04M","0.12%"
"Jul 27, 2016","216.52","217.19","217.27","215.62","84.08M","-0.11%"
"Jul 26, 2016","216.75","216.53","217.17","215.76","70.08M","0.05%"
"Jul 25, 2016","216.65","217.00","217.06","215.97","55.87M","-0.27%"
"Jul 22, 2016","217.24","216.41","217.30","216.10","62.79M","0.45%"
"Jul 21, 2016","216.26","216.96","217.22","215.75","67.78M","-0.38%"
"Jul 20, 2016","217.09","216.75","217.37","216.24","58.16M","0.42%"
"Jul 19, 2016","216.19","215.92","216.23","215.63","54.35M","-0.10%"
"Jul 18, 2016","216.41","215.97","216.60","215.67","58.73M","0.27%"
"Jul 15, 2016","215.83","216.78","217.01","215.31","107.16M","-0.13%"
"Jul 14, 2016","216.12","216.40","216.67","215.66","91.23M","0.56%"
"Jul 13, 2016","214.92","215.44","215.45","214.35","87.32M","-0.01%"
"Jul 12, 2016","214.95","214.53","215.30","213.43","101.28M","0.73%"
"Jul 11, 2016","213.40","213.19","214.07","212.95","73.63M","0.35%"
"Jul 08, 2016","212.65","211.05","212.94","210.78","133.97M","1.49%"
"Jul 07, 2016","209.53","209.87","210.65","208.63","85.59M","-0.06%"
"Jul 06, 2016","209.66","207.83","209.80","207.06","96.02M","0.60%"
"Jul 05, 2016","208.41","208.95","209.08","207.71","109.80M","-0.72%"
"Jul 01, 2016","209.92","209.36","210.49","209.29","106.06M","0.21%"
"Jun 30, 2016","209.47","207.21","209.54","206.56","165.02M","1.36%"
"Jun 29, 2016","206.66","204.84","206.93","204.72","137.33M","1.70%"
"Jun 28, 2016","203.20","201.48","203.23","201.12","159.38M","1.80%"
"Jun 27, 2016","199.60","201.59","201.60","198.65","248.99M","-1.74%"
"Jun 24, 2016","203.13","203.63","210.85","202.72","333.44M","-3.64%"
"Jun 23, 2016","210.81","209.81","210.87","209.27","102.73M","1.30%"
"Jun 22, 2016","208.10","208.65","209.50","207.93","95.56M","-0.16%"
"Jun 21, 2016","208.44","208.30","208.92","207.78","72.46M","0.28%"
"Jun 20, 2016","207.85","208.82","209.61","207.75","82.79M","0.64%"
"Jun 17, 2016","206.52","207.17","207.20","205.75","117.06M","-0.89%"
"Jun 16, 2016","208.37","206.73","208.57","205.59","149.53M","0.30%"
"Jun 15, 2016","207.75","208.54","209.36","207.53","109.12M","-0.14%"
"Jun 14, 2016","208.04","208.00","208.74","206.92","125.06M","-0.20%"
"Jun 13, 2016","208.45","209.36","210.37","208.35","117.75M","-0.77%"
"Jun 10, 2016","210.07","210.46","210.86","209.43","113.83M","-0.95%"
"Jun 09, 2016","212.08","211.51","212.22","211.19","73.79M","-0.14%"
"Jun 08, 2016","212.37","211.84","212.52","211.69","66.17M","0.33%"
"Jun 07, 2016","211.68","211.53","212.34","211.50","60.97M","0.16%"
"Jun 06, 2016","211.35","210.70","211.77","210.51","64.89M","0.51%"
"Jun 03, 2016","210.28","210.25","210.69","208.86","101.76M","-0.30%"
"Jun 02, 2016","210.91","209.80","210.93","209.24","63.04M","0.30%"
"Jun 01, 2016","210.27","209.12","210.48","208.89","69.94M","0.20%"
"May 31, 2016","209.84","210.56","210.69","209.18","109.88M","-0.19%"
"May 27, 2016","210.24","209.53","210.25","209.47","64.21M","0.43%"
"May 26, 2016","209.34","209.44","209.71","208.97","55.28M","0.03%"
"May 25, 2016","209.28","208.67","209.77","207.87","79.22M","0.68%"
"May 24, 2016","207.87","206.17","208.24","206.14","93.54M","1.30%"
"May 23, 2016","205.21","205.51","205.84","204.99","58.68M","-0.14%"
"May 20, 2016","205.49","204.92","206.10","204.86","104.99M","0.63%"
"May 19, 2016","204.20","204.06","204.54","202.78","115.43M","-0.35%"
"May 18, 2016","204.91","204.44","206.30","203.63","123.49M","0.03%"
"May 17, 2016","204.85","206.46","206.80","204.23","114.92M","-0.93%"
"May 16, 2016","206.78","204.96","207.34","204.89","77.49M","0.99%"
"May 13, 2016","204.76","206.21","206.86","204.38","96.47M","-0.87%"
"May 12, 2016","206.56","207.29","207.49","205.37","89.59M","0.03%"
"May 11, 2016","206.50","207.91","208.54","206.50","81.73M","-0.94%"
"May 10, 2016","208.45","206.72","208.50","206.64","77.47M","1.24%"
"May 09, 2016","205.89","205.57","206.40","205.36","74.37M","0.08%"
"May 06, 2016","205.72","204.06","205.77","203.88","89.32M","0.37%"
"May 05, 2016","204.97","205.56","205.98","204.47","67.62M","-0.02%"
"May 04, 2016","205.01","204.99","205.85","204.42","92.24M","-0.56%"
"May 03, 2016","206.16","206.52","206.80","205.28","106.42M","-0.87%"
"May 02, 2016","207.97","206.92","208.18","206.41","62.19M","0.79%"
"Apr 29, 2016","206.33","206.72","207.13","205.03","142.42M","-0.54%"
"Apr 28, 2016","207.45","208.46","209.76","206.96","97.22M","-0.91%"
"Apr 27, 2016","209.35","208.47","209.81","208.05","77.33M","0.21%"
"Apr 26, 2016","208.92","209.04","209.52","208.36","75.86M","0.15%"
"Apr 25, 2016","208.61","208.26","208.66","207.54","66.17M","-0.17%"
"Apr 22, 2016","208.97","208.55","209.29","207.91","99.25M","0.00%"
"Apr 21, 2016","208.97","210.12","210.25","208.65","85.70M","-0.54%"
"Apr 20, 2016","210.10","209.95","210.92","209.39","81.10M","0.10%"
"Apr 19, 2016","209.90","209.74","210.20","208.94","88.32M","0.32%"
"Apr 18, 2016","209.24","207.14","209.28","207.00","82.53M","0.70%"
"Apr 15, 2016","207.78","208.01","208.17","207.40","75.76M","-0.11%"
"Apr 14, 2016","208.01","208.07","208.60","207.60","65.21M","0.00%"
"Apr 13, 2016","208.00","207.00","208.10","206.84","96.34M","1.01%"
"Apr 12, 2016","205.92","204.22","206.25","203.70","115.35M","0.93%"
"Apr 11, 2016","204.02","205.25","206.07","203.91","83.76M","-0.23%"
"Apr 08, 2016","204.50","205.34","205.85","203.87","95.04M","0.27%"
"Apr 07, 2016","203.95","205.14","205.56","203.09","113.86M","-1.20%"
"Apr 06, 2016","206.42","204.29","206.49","203.98","91.84M","1.09%"
"Apr 05, 2016","204.19","204.67","206.26","203.89","99.66M","-1.00%"
"Apr 04, 2016","206.25","206.83","207.07","205.89","63.50M","-0.32%"
"Apr 01, 2016","206.92","204.35","207.14","203.98","114.42M","0.68%"
"Mar 31, 2016","205.52","205.91","206.41","205.33","94.58M","-0.24%"
"Mar 30, 2016","206.02","206.30","206.87","205.59","86.37M","0.44%"
"Mar 29, 2016","205.12","202.76","205.25","202.40","92.92M","0.93%"
"Mar 28, 2016","203.24","203.61","203.86","202.71","62.41M","0.06%"
"Mar 24, 2016","203.12","202.00","203.16","201.74","84.36M","-0.04%"
"Mar 23, 2016","203.21","204.11","204.33","203.01","81.05M","-0.66%"
"Mar 22, 2016","204.56","203.76","205.23","203.57","97.47M","-0.05%"
"Mar 21, 2016","204.67","204.07","204.94","203.80","72.93M","0.14%"
"Mar 18, 2016","204.38","204.17","204.78","203.80","138.37M","-0.12%"
"Mar 17, 2016","204.63","203.24","205.23","202.77","134.28M","0.63%"
"Mar 16, 2016","203.34","201.60","203.82","201.55","129.30M","0.58%"
"Mar 15, 2016","202.17","201.36","202.53","201.05","93.17M","-0.16%"
"Mar 14, 2016","202.50","202.16","203.04","201.77","73.61M","-0.13%"
"Mar 11, 2016","202.76","201.26","202.81","199.52","137.96M","1.61%"
"Mar 10, 2016","199.54","199.96","201.07","197.38","156.84M","0.08%"
"Mar 09, 2016","199.38","199.36","199.79","198.43","94.80M","0.49%"
"Mar 08, 2016","198.40","199.32","199.92","198.21","123.97M","-1.09%"
"Mar 07, 2016","200.59","199.34","201.07","199.25","100.22M","0.08%"
"Mar 04, 2016","200.43","200.01","201.35","199.03","129.29M","0.33%"
"Mar 03, 2016","199.78","198.79","199.79","198.11","95.17M","0.39%"
"Mar 02, 2016","199.00","197.74","199.06","197.25","102.41M","0.45%"
"Mar 01, 2016","198.11","195.01","198.21","194.45","141.80M","2.35%"
"Feb 29, 2016","193.56","195.11","196.23","193.33","125.92M","-0.78%"
"Feb 26, 2016","195.09","196.57","196.68","194.90","129.83M","-0.23%"
"Feb 25, 2016","195.54","193.73","195.55","192.83","110.73M","1.21%"
"Feb 24, 2016","193.20","190.63","193.53","189.32","150.81M","0.46%"
"Feb 23, 2016","192.32","194.00","194.32","192.18","111.46M","-1.26%"
"Feb 22, 2016","194.78","193.87","194.95","193.79","103.64M","1.45%"
"Feb 19, 2016","192.00","191.17","192.18","190.45","114.79M","-0.05%"
"Feb 18, 2016","192.09","193.20","193.27","191.72","102.34M","-0.41%"
"Feb 17, 2016","192.88","191.16","193.32","191.01","136.01M","1.63%"
"Feb 16, 2016","189.78","188.77","189.81","187.63","120.25M","1.69%"
"Feb 12, 2016","186.63","184.96","186.65","183.96","127.63M","2.06%"
"Feb 11, 2016","182.86","182.34","184.10","181.09","219.06M","-1.30%"
"Feb 10, 2016","185.27","186.41","188.34","185.12","148.21M","-0.09%"
"Feb 09, 2016","185.43","183.36","186.94","183.20","184.51M","0.01%"
"Feb 08, 2016","185.42","185.77","186.12","182.80","191.53M","-1.35%"
"Feb 05, 2016","187.95","190.99","191.67","187.20","180.79M","-1.91%"
"Feb 04, 2016","191.60","190.71","192.75","189.96","139.53M","0.16%"
"Feb 03, 2016","191.30","191.41","191.78","187.10","205.05M","0.60%"
"Feb 02, 2016","190.16","191.96","191.97","189.54","182.56M","-1.80%"
"Feb 01, 2016","193.65","192.53","194.58","191.84","136.06M","-0.04%"
"Jan 29, 2016","193.72","190.02","193.88","189.88","210.53M","2.44%"
"Jan 28, 2016","189.11","189.96","190.20","187.16","143.80M","0.52%"
"Jan 27, 2016","188.13","189.58","191.56","187.06","185.68M","-1.09%"
"Jan 26, 2016","190.20","188.42","190.53","188.02","141.04M","1.36%"
"Jan 25, 2016","187.64","189.92","190.15","187.41","130.37M","-1.51%"
"Jan 22, 2016","190.52","189.78","190.76","188.88","168.32M","2.05%"
"Jan 21, 2016","186.69","186.21","188.87","184.64","195.77M","0.56%"
"Jan 20, 2016","185.65","185.03","187.50","181.02","286.55M","-1.28%"
"Jan 19, 2016","188.06","189.96","190.11","186.20","195.24M","0.13%"
"Jan 15, 2016","187.81","186.77","188.76","185.52","324.85M","-2.15%"
"Jan 14, 2016","191.93","189.55","193.26","187.66","240.80M","1.64%"
"Jan 13, 2016","188.83","194.45","194.86","188.38","221.17M","-2.49%"
"Jan 12, 2016","193.66","193.82","194.55","191.14","172.33M","0.81%"
"Jan 11, 2016","192.11","193.01","193.41","189.82","187.94M","0.10%"
"Jan 08, 2016","191.92","195.19","195.85","191.58","209.82M","-1.10%"
"Jan 07, 2016","194.05","195.33","197.44","193.59","213.44M","-2.40%"
"Jan 06, 2016","198.82","198.34","200.06","197.60","152.11M","-1.26%"
"Jan 05, 2016","201.36","201.40","201.90","200.05","110.85M","0.17%"
"Jan 04, 2016","201.02","200.49","201.03","198.59","222.35M","-1.40%"